Approved symbol	NCBI Gene ID	Approved name
ADSL	158	adenylosuccinate lyase
ADSS	159	adenylosuccinate synthase
ADSSL1	122622	adenylosuccinate synthase like 1
ADTRP	84830	androgen dependent TFPI regulating protein
AEBP1	165	AE binding protein 1
AEBP2	121536	AE binding protein 2
AEN	64782	apoptosis enhancing nuclease
AF8T		AF8 temperature sensitivity complementing
AFA		ankyloblepharon filiforme adnatum
AFAP1	60312	actin filament associated protein 1
AFAP1-AS1	84740	AFAP1 antisense RNA 1
AFAP1L1	134265	actin filament associated protein 1 like 1
AFAP1L2	84632	actin filament associated protein 1 like 2
AFD1		acrofacial dysostosis 1, Nager type
AFDN	4301	afadin, adherens junction formation factor
AFDN-DT	653483	AFDN divergent transcript
AFF1	4299	AF4/FMR2 family member 1
AFF1-AS1	100506746	AFF1 antisense RNA 1
AFF2	2334	AF4/FMR2 family member 2
AFF2-IT1		AFF2 intronic transcript 1
AFF3	3899	AF4/FMR2 family member 3
AFF4	27125	AF4/FMR2 family member 4
AFG1L	246269	AFG1 like ATPase
AFG3L1P	172	AFG3 like matrix AAA peptidase subunit 1, pseudogene
AFG3L2	10939	AFG3 like matrix AAA peptidase subunit 2
AFG3L2P1	347028	AFG3 like AAA ATPase 2 pseudogene 1
AFM	173	afamin
AFMID	125061	arylformamidase
AFP	174	alpha fetoprotein
AFTPH	54812	aftiphilin
AGA	175	aspartylglucosaminidase
AGAP1	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
AGAP1-IT1	100506749	AGAP1 intronic transcript 1
AGAP2	116986	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AGAP2-AS1	100130776	AGAP2 antisense RNA 1
AGAP3	116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
AGAP4	119016	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
AGAP5	729092	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5
AGAP6	414189	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
AGAP7P	653268	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
AGAP9	642517	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
AGAP10P	653234	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene
AGAP11	119385	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
AGAP12P	414224	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
AGAP13P	728005	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene
AGAP14P	653259	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene
AGBL1	123624	ATP/GTP binding protein like 1
AGBL1-AS1	727915	AGBL1 antisense RNA 1
AGBL2	79841	ATP/GTP binding protein like 2
AGBL3	340351	ATP/GTP binding protein like 3
AGBL4	84871	ATP/GTP binding protein like 4
AGBL4-IT1		AGBL4 intronic transcript 1
AGBL5	60509	ATP/GTP binding protein like 5
AGBL5-AS1		AGBL5 antisense RNA 1
AGBL5-IT1		AGBL5 intronic transcript 1
AGER	177	advanced glycosylation end-product specific receptor
AGFG1	3267	ArfGAP with FG repeats 1
AGFG2	3268	ArfGAP with FG repeats 2
AGGF1	55109	angiogenic factor with G-patch and FHA domains 1
AGGF1P1	100132380	angiogenic factor with G-patch and FHA domains 1 pseudogene 1
AGGF1P2	644435	angiogenic factor with G-patch and FHA domains 1 pseudogene 2
AGGF1P3	391552	angiogenic factor with G-patch and FHA domains 1 pseudogene 3
AGGF1P4	100129351	angiogenic factor with G-patch and FHA domains 1 pseudogene 4
AGGF1P5	100128103	angiogenic factor with G-patch and FHA domains 1 pseudogene 5
AGGF1P6		angiogenic factor with G-patch and FHA domains 1 pseudogene 6
AGGF1P7	100132606	angiogenic factor with G-patch and FHA domains 1 pseudogene 7
AGGF1P8	100128804	angiogenic factor with G-patch and FHA domains 1 pseudogene 8
AGGF1P9	100127958	angiogenic factor with G-patch and FHA domains 1 pseudogene 9
AGGF1P10	100288774	angiogenic factor with G-patch and FHA domains 1 pseudogene 10
AGK	55750	acylglycerol kinase
AGKP1	359793	acylglycerol kinase pseudogene 1
AGL	178	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
AGMAT	79814	agmatinase
AGMO	392636	alkylglycerol monooxygenase
AGMX2		agammaglobulinemia, X-linked 2 (with growth hormone deficiency)
AGO1	26523	argonaute RISC component 1
AGO2	27161	argonaute RISC catalytic component 2
AGO3	192669	argonaute RISC catalytic component 3
AGO4	192670	argonaute RISC component 4
AGPAT1	10554	1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2	10555	1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT3	56894	1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4	56895	1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT4-IT1	79992	AGPAT4 intronic transcript 1
AGPAT5	55326	1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT5P1	646231	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1
AGPS	8540	alkylglycerone phosphate synthase
AGR2	10551	anterior gradient 2, protein disulphide isomerase family member
AGR3	155465	anterior gradient 3, protein disulphide isomerase family member
AGRN	375790	agrin
AGRP	181	agouti related neuropeptide
AGT	183	angiotensinogen
AGTPBP1	23287	ATP/GTP binding protein 1
AGTR1	185	angiotensin II receptor type 1
AGTR2	186	angiotensin II receptor type 2
AGTRAP	57085	angiotensin II receptor associated protein
AGXT	189	alanine--glyoxylate and serine--pyruvate aminotransferase
AGXT2	64902	alanine--glyoxylate aminotransferase 2
AHCTF1	25909	AT-hook containing transcription factor 1
AHCTF1P1	285116	AT-hook containing transcription factor 1 pseudogene 1
AHCY	191	adenosylhomocysteinase
AHCYL1	10768	adenosylhomocysteinase like 1
AHCYL2	23382	adenosylhomocysteinase like 2
AHCYP1	340844	adenosylhomocysteinase pseudogene 1
AHCYP2	392387	adenosylhomocysteinase pseudogene 2
AHCYP3	402093	adenosylhomocysteinase pseudogene 3
AHCYP4	129560	adenosylhomocysteinase pseudogene 4
AHCYP5	391470	adenosylhomocysteinase pseudogene 5
AHCYP6	100419714	adenosylhomocysteinase pseudogene 6
AHCYP7	645486	adenosylhomocysteinase pseudogene 7
AHCYP8		adenosylhomocysteinase pseudogene 8
AHDC1	27245	AT-hook DNA binding motif containing 1
AHI1	54806	Abelson helper integration site 1
AHNAK	79026	AHNAK nucleoprotein
AHNAK2	113146	AHNAK nucleoprotein 2
AHR	196	aryl hydrocarbon receptor
AHRR	57491	aryl-hydrocarbon receptor repressor
AHSA1	10598	activator of HSP90 ATPase activity 1
AHSA2P	130872	activator of HSP90 ATPase homolog 2, pseudogene
AHSG	197	alpha 2-HS glycoprotein
AHSP	51327	alpha hemoglobin stabilizing protein
AIC	192	Aicardi syndrome
AICDA	57379	activation induced cytidine deaminase
AIDA	64853	axin interactor, dorsalization associated
AIF1	199	allograft inflammatory factor 1
AIF1L	83543	allograft inflammatory factor 1 like
AIFM1	9131	apoptosis inducing factor mitochondria associated 1
AIFM1P1	645120	AIFM1 pseudogene 1
AIFM2	84883	apoptosis inducing factor mitochondria associated 2
AIFM3	150209	apoptosis inducing factor mitochondria associated 3
AIG1	51390	androgen induced 1
AIG1P1		androgen induced 1 pseudogene 1
AIH3		amelogenesis imperfecta 3, hypomaturation or hypoplastic type
AIM2	9447	absent in melanoma 2
AIMP1	9255	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
AIMP1P1	170547	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1
AIMP1P2	100873064	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2
AIMP2	7965	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
AIP	9049	aryl hydrocarbon receptor interacting protein
AIPL1	23746	aryl hydrocarbon receptor interacting protein like 1
AIRE	326	autoimmune regulator
AIRN	100271873	antisense of IGF2R non-protein coding RNA
AIS1		autoimmune susceptibility 1
AIS2	378426	autoimmune susceptibility 2
AIS3	378427	autoimmune susceptibility 3 (vitiligo specific)
AJAP1	55966	adherens junctions associated protein 1
AJM1	389813	apical junction component 1 homolog
AJUBA	84962	ajuba LIM protein
AK1	203	adenylate kinase 1
AK2	204	adenylate kinase 2
AK2P1	266920	adenylate kinase 2 pseudogene 1
AK2P2	339736	adenylate kinase 2 pseudogene 2
AK3	50808	adenylate kinase 3
AK3P2	100419074	adenylate kinase 3 pseudogene 2
AK3P3	100419075	adenylate kinase 3 pseudogene 3
AK3P4	100129959	adenylate kinase 3 pseudogene 4
AK3P5	100288319	adenylate kinase 3 pseudogene 5
AK3P6	100873789	adenylate kinase 3 pseudogene 6
AK4	205	adenylate kinase 4
AK4P1	206	adenylate kinase 4 pseudogene 1
AK4P2	100132104	adenylate kinase 4 pseudogene 2
AK4P3	645619	adenylate kinase 4 pseudogene 3
AK4P4	100128705	adenylate kinase 4 pseudogene 4
AK4P5	100526416	adenylate kinase 4 pseudogene 5
AK4P6	649288	adenylate kinase 4 pseudogene 6
AK5	26289	adenylate kinase 5
AK6	102157402	adenylate kinase 6
AK6P1	100132086	adenylate kinase 6 pseudogene 1
AK6P2	100128817	adenylate kinase 6 pseudogene 2
AK7	122481	adenylate kinase 7
AK8	158067	adenylate kinase 8
AK9	221264	adenylate kinase 9
AKAIN1	642597	A-kinase anchor inhibitor 1
AKAP1	8165	A-kinase anchoring protein 1
AKAP2	11217	A-kinase anchoring protein 2
AKAP3	10566	A-kinase anchoring protein 3
AKAP4	8852	A-kinase anchoring protein 4
AKAP5	9495	A-kinase anchoring protein 5
AKAP6	9472	A-kinase anchoring protein 6
AKAP7	9465	A-kinase anchoring protein 7
AKAP8	10270	A-kinase anchoring protein 8
AKAP8L	26993	A-kinase anchoring protein 8 like
AKAP8P1	646114	A-kinase anchoring protein 8 pseudogene 1
AKAP9	10142	A-kinase anchoring protein 9
AKAP10	11216	A-kinase anchoring protein 10
AKAP11	11215	A-kinase anchoring protein 11
AKAP12	9590	A-kinase anchoring protein 12
AKAP13	11214	A-kinase anchoring protein 13
AKAP14	158798	A-kinase anchoring protein 14
AKAP17A	8227	A-kinase anchoring protein 17A
AKAP17BP	139516	A-kinase anchoring protein 17B, pseudogene
AKIP1	56672	A-kinase interacting protein 1
AKIRIN1	79647	akirin 1
AKIRIN1P1	100418731	akirin 1 pseudogene 1
AKIRIN1P2		akirin 1 pseudogene 2
AKIRIN2	55122	akirin 2
AKIRIN2P1	100216487	akirin 2 pseudogene 1
AKNA	80709	AT-hook transcription factor
AKNAD1	254268	AKNA domain containing 1
AKR1A1	10327	aldo-keto reductase family 1 member A1
AKR1B1	231	aldo-keto reductase family 1 member B
AKR1B1P1	401982	aldehyde reductase family 1 member B1 pseudogene 1
AKR1B1P2	236	aldo-keto reductase family 1 member B1 pseudogene 2
AKR1B1P3	729347	aldo-keto reductase family 1 member B1 pseudogene 3
AKR1B1P4	390402	aldo-keto reductase family 1 member B1 pseudogene 4
AKR1B1P5	390482	aldo-keto reductase family 1 member B1 pseudogene 5
AKR1B1P6	100129769	aldo-keto reductase family 1 member B1 pseudogene 6
AKR1B1P7	126242	aldo-keto reductase family 1 member B1 pseudogene 7
AKR1B1P8	392525	aldo-keto reductase family 1 member B1 pseudogene 8
AKR1B10	57016	aldo-keto reductase family 1 member B10
AKR1B10P1	340888	aldo-keto reductase family 1 member B10 pseudogene 1
AKR1B10P2	643582	aldo-keto reductase family 1 member B10 pseudogene 2
AKR1B15	441282	aldo-keto reductase family 1 member B15
AKR1C1	1645	aldo-keto reductase family 1 member C1
AKR1C2	1646	aldo-keto reductase family 1 member C2
AKR1C3	8644	aldo-keto reductase family 1 member C3
AKR1C4	1109	aldo-keto reductase family 1 member C4
AKR1C5P	100996684	aldo-keto reductase family 1 member C5, pseudogene
AKR1C6P	389932	aldo-keto reductase family 1 member C6, pseudogene
AKR1C7P	648947	aldo-keto reductase family 1 member C7, pseudogene
AKR1C8P	340811	aldo-keto reductase family 1 member C8, pseudogene
AKR1D1	6718	aldo-keto reductase family 1 member D1
AKR1D1P1	80701	aldo-keto reductase family 1 member D1 pseudogene 1
AKR1E2	83592	aldo-keto reductase family 1 member E2
AKR7A2	8574	aldo-keto reductase family 7 member A2
AKR7A2P1	246182	aldo-keto reductase family 7 member A2 pseudogene 1
AKR7A3	22977	aldo-keto reductase family 7 member A3
AKR7L	246181	aldo-keto reductase family 7 like (gene/pseudogene)
AKT1	207	AKT serine/threonine kinase 1
AKT1S1	84335	AKT1 substrate 1
AKT2	208	AKT serine/threonine kinase 2
AKT3	10000	AKT serine/threonine kinase 3
AKT3-IT1		AKT3 intronic transcript 1
AKTIP	64400	AKT interacting protein
ALAD	210	aminolevulinate dehydratase
ALAS1	211	5'-aminolevulinate synthase 1
ALAS2	212	5'-aminolevulinate synthase 2
ALB	213	albumin
ALCAM	214	activated leukocyte cell adhesion molecule
ALDH1A1	216	aldehyde dehydrogenase 1 family member A1
ALDH1A2	8854	aldehyde dehydrogenase 1 family member A2
ALDH1A3	220	aldehyde dehydrogenase 1 family member A3
ALDH1B1	219	aldehyde dehydrogenase 1 family member B1
ALDH1L1	10840	aldehyde dehydrogenase 1 family member L1
ALDH1L1-AS1		ALDH1L1 antisense RNA 1
ALDH1L1-AS2		ALDH1L1 antisense RNA 2
ALDH1L2	160428	aldehyde dehydrogenase 1 family member L2
ALDH2	217	aldehyde dehydrogenase 2 family member
ALDH3A1	218	aldehyde dehydrogenase 3 family member A1
ALDH3A2	224	aldehyde dehydrogenase 3 family member A2
ALDH3B1	221	aldehyde dehydrogenase 3 family member B1
ALDH3B2	222	aldehyde dehydrogenase 3 family member B2
ALDH4A1	8659	aldehyde dehydrogenase 4 family member A1
ALDH5A1	7915	aldehyde dehydrogenase 5 family member A1
ALDH6A1	4329	aldehyde dehydrogenase 6 family member A1
ALDH7A1	501	aldehyde dehydrogenase 7 family member A1
ALDH7A1P1	541	aldehyde dehydrogenase 7 family member A1 pseudogene 1
ALDH7A1P2	542	aldehyde dehydrogenase 7 family member A1 pseudogene 2
ALDH7A1P3	543	aldehyde dehydrogenase 7 family member A1 pseudogene 3
ALDH7A1P4	544	aldehyde dehydrogenase 7 family member A1 pseudogene 4
ALDH8A1	64577	aldehyde dehydrogenase 8 family member A1
ALDH9A1	223	aldehyde dehydrogenase 9 family member A1
ALDH16A1	126133	aldehyde dehydrogenase 16 family member A1
ALDH18A1	5832	aldehyde dehydrogenase 18 family member A1
ALDOA	226	aldolase, fructose-bisphosphate A
ALDOAP1	391538	ALDOA pseudogene 1
ALDOAP2	228	ALDOA pseudogene 2
ALDOB	229	aldolase, fructose-bisphosphate B
ALDOC	230	aldolase, fructose-bisphosphate C
ALG1	56052	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
ALG1L	200810	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like
ALG1L2	644974	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2
ALG1L3P	100132066	ALG1 like 3, pseudogene
ALG1L5P	647415	ALG1 like 5, pseudogene
ALG1L6P	339879	ALG1 like 6, pseudogene
ALG1L7P	728263	ALG1 like 7, pseudogene
ALG1L8P	645015	ALG1 like 8, pseudogene
ALG1L9P	285407	ALG1 like 9, pseudogene
ALG1L10P		ALG1 like 10, pseudogene
ALG1L11P		ALG1 like 11, pseudogene
ALG1L12P	100421097	ALG1 like 12, pseudogene
ALG1L13P		ALG1 like 13, pseudogene
ALG1L14P	100996649	ALG1 like 14, pseudogene
ALG1L15P	730086	ALG1 like 15, pseudogene
ALG2	85365	ALG2 alpha-1,3/1,6-mannosyltransferase
ALG3	10195	ALG3 alpha-1,3- mannosyltransferase
ALG3P1	442131	ALG3 pseudogene 1
ALG5	29880	ALG5 dolichyl-phosphate beta-glucosyltransferase
ALG6	29929	ALG6 alpha-1,3-glucosyltransferase
ALG8	79053	ALG8 alpha-1,3-glucosyltransferase
ALG9	79796	ALG9 alpha-1,2-mannosyltransferase
ALG9-IT1		ALG9 intronic transcript 1
ALG10	84920	ALG10 alpha-1,2-glucosyltransferase
ALG10B	144245	ALG10 alpha-1,2-glucosyltransferase B
ALG11	440138	ALG11 alpha-1,2-mannosyltransferase
ALG12	79087	ALG12 alpha-1,6-mannosyltransferase
ALG13	79868	ALG13 UDP-N-acetylglucosaminyltransferase subunit
ALG13-AS1		ALG13 antisense RNA 1
ALG14	199857	ALG14 UDP-N-acetylglucosaminyltransferase subunit
ALK	238	ALK receptor tyrosine kinase
ALKAL1	389658	ALK and LTK ligand 1
ALKAL2	285016	ALK and LTK ligand 2
ALKBH1	8846	alkB homolog 1, histone H2A dioxygenase
ALKBH2	121642	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
ALKBH3	221120	alkB homolog 3, alpha-ketoglutaratedependent dioxygenase
ALKBH3-AS1	100507300	ALKBH3 antisense RNA 1
ALKBH4	54784	alkB homolog 4, lysine demethylase
ALKBH5	54890	alkB homolog 5, RNA demethylase
ALKBH6	84964	alkB homolog 6
ALKBH7	84266	alkB homolog 7
ALKBH8	91801	alkB homolog 8, tRNA methyltransferase
ALLC	55821	allantoicase
ALMS1	7840	ALMS1 centrosome and basal body associated protein
ALMS1-IT1	100874291	ALMS1 intronic transcript 1
ALMS1P1	200420	ALMS1 pseudogene 1
ALOX5	240	arachidonate 5-lipoxygenase
ALOX5AP	241	arachidonate 5-lipoxygenase activating protein
ALOX12	239	arachidonate 12-lipoxygenase, 12S type
ALOX12-AS1	100506713	ALOX12 antisense RNA 1
ALOX12B	242	arachidonate 12-lipoxygenase, 12R type
ALOX12P1	243	arachidonate 12-lipoxygenase pseudogene 1
ALOX12P2	245	arachidonate 12-lipoxygenase pseudogene 2
ALOX15	246	arachidonate 15-lipoxygenase
ALOX15B	247	arachidonate 15-lipoxygenase type B
ALOX15P1	100652883	arachidonate 15-lipoxygenase pseudogene 1
ALOX15P2	642959	arachidonate 15-lipoxygenase pseudogene 2
ALOXE3	59344	arachidonate lipoxygenase 3
ALOXE3P1	100420216	arachidonate lipoxygenase 3 pseudogene 1
ALPG	251	alkaline phosphatase, germ cell
ALPI	248	alkaline phosphatase, intestinal
ALPK1	80216	alpha kinase 1
ALPK2	115701	alpha kinase 2
ALPK3	57538	alpha kinase 3
ALPL	249	alkaline phosphatase, biomineralization associated
ALPP	250	alkaline phosphatase, placental
ALPPP		alkaline phosphatase, pseudogene
ALS2	57679	alsin Rho guanine nucleotide exchange factor ALS2
ALS2CL	259173	ALS2 C-terminal like
ALS3		amyotrophic lateral sclerosis 3 (autosomal dominant)
ALS5		amyotrophic lateral sclerosis 5
ALS7	406238	amyotrophic lateral sclerosis 7
ALX1	8092	ALX homeobox 1
ALX3	257	ALX homeobox 3
ALX4	60529	ALX homeobox 4
ALYREF	10189	Aly/REF export factor
AMACR	23600	alpha-methylacyl-CoA racemase
AMBN	258	ameloblastin
AMBP	259	alpha-1-microglobulin/bikunin precursor
AMBRA1	55626	autophagy and beclin 1 regulator 1
AMCN		arthrogryposis multiplex congenita, neurogenic
AMD1	262	adenosylmethionine decarboxylase 1
AMD1P1	100133024	adenosylmethionine decarboxylase 1 pseudogene 1
AMD1P2	263	adenosylmethionine decarboxylase 1 pseudogene 2
AMD1P3	728931	adenosylmethionine decarboxylase 1 pseudogene 3
AMD1P4	100129761	adenosylmethionine decarboxylase 1 pseudogene 4
AMDHD1	144193	amidohydrolase domain containing 1
AMDHD2	51005	amidohydrolase domain containing 2
AMELX	265	amelogenin X-linked
AMELY	266	amelogenin Y-linked
AMER1	139285	APC membrane recruitment protein 1
AMER2	219287	APC membrane recruitment protein 2
AMER3	205147	APC membrane recruitment protein 3
AMFR	267	autocrine motility factor receptor
AMH	268	anti-Mullerian hormone
AMHR2	269	anti-Mullerian hormone receptor type 2
AMIGO1	57463	adhesion molecule with Ig like domain 1
AMIGO2	347902	adhesion molecule with Ig like domain 2
AMIGO3	386724	adhesion molecule with Ig like domain 3
AMLCR2		acute myeloid leukemia chromosome region 2
AMMECR1	9949	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
AMMECR1-IT1		AMMECR1 intronic transcript 1
AMMECR1L	83607	AMMECR1 like
AMMECR1LP1	100420921	AMMECR1 like pseudogene 1
AMN	81693	amnion associated transmembrane protein
AMN1	196394	antagonist of mitotic exit network 1 homolog
AMOT	154796	angiomotin
AMOTL1	154810	angiomotin like 1
AMOTL2	51421	angiomotin like 2
AMPD1	270	adenosine monophosphate deaminase 1
AMPD2	271	adenosine monophosphate deaminase 2
AMPD3	272	adenosine monophosphate deaminase 3
AMPH	273	amphiphysin
AMT	275	aminomethyltransferase
AMTN	401138	amelotin
AMY1A	276	amylase alpha 1A (salivary)
AMY1B	277	amylase alpha 1B (salivary)
AMY1C	278	amylase alpha 1C (salivary)
AMY2A	279	amylase alpha 2A (pancreatic)
AMY2B	280	amylase alpha 2B (pancreatic)
AMYP1	281	amylase alpha pseudogene 1
AMZ1	155185	archaelysin family metallopeptidase 1
AMZ2	51321	archaelysin family metallopeptidase 2
AMZ2P1	201283	archaelysin family metallopeptidase 2 pseudogene 1
AMZ2P2	100421018	archaelysin family metallopeptidase 2 pseudogene 2
ANAPC1	64682	anaphase promoting complex subunit 1
ANAPC1P1	100286979	anaphase promoting complex subunit 1 pseudogene 1
ANAPC2	29882	anaphase promoting complex subunit 2
ANAPC4	29945	anaphase promoting complex subunit 4
ANAPC5	51433	anaphase promoting complex subunit 5
ANAPC7	51434	anaphase promoting complex subunit 7
ANAPC10	10393	anaphase promoting complex subunit 10
ANAPC10P1	729198	anaphase promoting complex subunit 10 pseudogene 1
ANAPC11	51529	anaphase promoting complex subunit 11
ANAPC13	25847	anaphase promoting complex subunit 13
ANAPC15	25906	anaphase promoting complex subunit 15
ANAPC16	119504	anaphase promoting complex subunit 16
ANCR		Angelman syndrome chromosome region
